normalized_manufacturer,ticker,country_exchange_code,fuzzy_score,fuzzy_method,source
MICROVENITION,4552,JP,96,token_sort,fuzzy_match
MICROVETION,4552,JP,96,token_sort,fuzzy_match
CARDINAL HEATLH SANTA CLARA,CAH,US,96,token_sort,fuzzy_match
ANGIO DYNAMICS,ANGO,US,96,token_sort,fuzzy_match
ACE SURGICSAL,PRIVATE,PRIVATE,96,token_sort,fuzzy_match
RESPRONICS,PHI,NL,95,token_sort,fuzzy_match
HAGES AND MEISINGER,PRIVATE,PRIVATE,95,token_sort,fuzzy_match
ADVANTICE HEALTH,HLTH,US,95,partial,fuzzy_match
STYKER NEUROVASCULAR,SYK,US,95,partial,fuzzy_match
IRYTHUM TECHNOLOGIES,IRTC,US,95,token_sort,fuzzy_match
INFUTROIX,INFU,US,95,token_sort,fuzzy_match
INFU TRONIX,INFU,US,95,token_sort,fuzzy_match
INFUTRONX,INFU,US,95,token_sort,fuzzy_match
RESPIRNICS,PHI,NL,95,token_sort,fuzzy_match
REPIRONICS,PHI,NL,95,token_sort,fuzzy_match
HAGETR AND MEIDSINGER,PRIVATE,PRIVATE,95,token_sort,fuzzy_match
WELCH ALYN,BAX,US,95,token_sort,fuzzy_match
ARROW INTRENATIONAL,TFX,US,95,token_sort,fuzzy_match
TEUMO BCT,TRUMF,US,95,token_sort,fuzzy_match
CHRISTOPH MIEHTKE AND,PRIVATE,PRIVATE,95,token_sort,fuzzy_match
CHRISTOP MIETHKE AND KA,PRIVATE,PRIVATE,95,partial,fuzzy_match
CHRSITOPH MIETHKE AND,PRIVATE,PRIVATE,95,token_sort,fuzzy_match
COVIDEN LP,MDT,US,95,token_sort,fuzzy_match
CARDIOCASCULAR SYSTEMS,ABT,US,95,token_sort,fuzzy_match
BECTON DICKSON AND,BDX,US,95,token_sort,fuzzy_match
CHRISTOPH MIETHEK AND,PRIVATE,PRIVATE,95,token_sort,fuzzy_match
EDWARDS KIFESCIENCES,EW,US,95,token_sort,fuzzy_match
EDWARDS LIFESCIENECS,EW,US,95,token_sort,fuzzy_match
LNTEGRA LIFESCIENCES,IART,US,95,partial,fuzzy_match
EDWARDS LIFECSIENCES,EW,US,95,token_sort,fuzzy_match
ARROW INTERNACIONAL CHIHUAHUA C V,TFX,US,95,partial,fuzzy_match
EDWARDS LIFESCIENCE IRVINE,EW,US,95,partial,fuzzy_match
EDWARDS LIFESCIECNES,EW,US,95,token_sort,fuzzy_match
EDWARDS LIFESCIENCEC,EW,US,95,token_sort,fuzzy_match
BECTON DICKENSON AND,BDX,US,95,token_sort,fuzzy_match
BENTON DICKINSON AND,BDX,US,95,token_sort,fuzzy_match
EDWARDS LIVESCIENCES,EW,US,95,token_sort,fuzzy_match
EDWDS LIFESCIENCES,EW,US,95,token_sort,fuzzy_match
ADIM DENTAL IMPLANTS,PRIVATE,PRIVATE,95,token_sort,fuzzy_match
EDWARDS LIFESICENCES,EW,US,95,token_sort,fuzzy_match
EDWARDS LIFSECIENCES,EW,US,95,token_sort,fuzzy_match
EDWARD LIFSCIENCES,EW,US,95,token_sort,fuzzy_match
EDWARDS LFIESCIENCES,EW,US,95,token_sort,fuzzy_match
WL GORE AND ASSOCIATES,PRIVATE,PRIVATE,95,partial,fuzzy_match
EDWARDS LIFESCEINCES,EW,US,95,token_sort,fuzzy_match
EDWRADS LIFESCIENCES,EW,US,95,token_sort,fuzzy_match
PRISMATIK DENTAL CRAFT,STMN,CH,95,partial,fuzzy_match
AVON LABORATORIES,PRIVATE,PRIVATE,94,token_sort,fuzzy_match
BOSTON SCEINTIFIC,BSX,US,94,token_sort,fuzzy_match
LIVA NOVA,LIVN,US,94,token_sort,fuzzy_match
BAXTER HEALTH CARE,BAX,US,94,partial,fuzzy_match
AVALIGN TECHNOLOGIES,ALGN,US,94,partial,fuzzy_match
SORIN GROUP ITALY,LIVN,US,94,partial,fuzzy_match
TELEXFLEX,TFX,US,94,token_sort,fuzzy_match
GE HEALTHCARE MANUFACTURING,SMIN,GB,94,token_set,fuzzy_match
SMITHS HEALTHCARE MANUFACTURING ASD,SMIN,GB,94,token_set,fuzzy_match
BECTON DICKNSON FRANKLIN LAKES NJ,BDX,US,94,partial,fuzzy_match
FRESENIUS USA MANUFACTURING,JNJ,US,94,partial,fuzzy_match
SUNSTAR AMEIRCAS,PRIVATE,PRIVATE,94,token_sort,fuzzy_match
SRIN GROUPE ITALIA,LIVN,US,94,token_sort,fuzzy_match
SMITHS MEIDCAL ASD,ICUI,US,94,token_sort,fuzzy_match
K PHARMACEUTICALS,PRIVATE,PRIVATE,94,partial,fuzzy_match
BOSTIN SCIENTIFIC,BSX,US,94,token_sort,fuzzy_match
ARJOHUNTLEIGH A,ARJO,SE,93,partial,fuzzy_match
ENTERRA MECICAL,PRIVATE,PRIVATE,93,token_sort,fuzzy_match
BECKMEN COULTER,DHR,US,93,token_sort,fuzzy_match
BECKMAN COUTLER,DHR,US,93,token_sort,fuzzy_match
EP TECHNOLOGIES,S<bos>,US,93,partial,fuzzy_match
COVIDEN,MDT,US,93,token_sort,fuzzy_match
BECTON DICKSON,BDX,US,93,token_sort,fuzzy_match
ALTATTEC,CLTN,CH,93,token_sort,fuzzy_match
CARDINAL HELATH,CAH,US,93,token_sort,fuzzy_match
ALATATEC,CLTN,CH,93,token_sort,fuzzy_match
ALTATAEC,CLTN,CH,93,token_sort,fuzzy_match
LFESCAN,PRIVATE,PRIVATE,93,token_sort,fuzzy_match
TOURNIER,STRY,US,93,token_sort,fuzzy_match
TELELEX,TFX,US,93,token_sort,fuzzy_match
ALLEGAN,ABBV,US,93,token_sort,fuzzy_match
PTS DIAGNOSTICS,BDX,US,93,partial,fuzzy_match
MC HEALTHCARE PRODUCTS,SHL,DE,93,token_set,fuzzy_match
ACCURATE SURGICAL AND SCIENTIFIC INSTRUMENTS,PRIVATE,PRIVATE,92,partial,fuzzy_match
GE HEALTHCARE,BAX,US,92,partial,fuzzy_match
ACE CSURGICAL SUPPLY,PRIVATE,PRIVATE,92,partial,fuzzy_match
ACE SURIGCAL SUPPLY,PRIVATE,PRIVATE,92,partial,fuzzy_match
MAC SURGICAL,PRIVATE,PRIVATE,92,token_sort,fuzzy_match
MASSIMO,MASI,US,92,token_sort,fuzzy_match
SAGE PRODUCTS,JNJ,US,92,partial,fuzzy_match
HARMAR MOBILITY,PRM,US,92,partial,fuzzy_match
MDT PUERTO RICO OPERATIONS,MDT,US,92,token_set,fuzzy_match
ACE SURGUCAL SUPPLY,PRIVATE,PRIVATE,92,partial,fuzzy_match
DESXCOM,DXCM,US,92,token_sort,fuzzy_match
ADVANCED SURGICAL CONCEPTS,PRIVATE,PRIVATE,92,partial,fuzzy_match
ABBBOTT,ABT,US,92,token_sort,fuzzy_match
BLACK AND BLACK SURGICAL,PRIVATE,PRIVATE,92,partial,fuzzy_match
MICORVENTION,4552,JP,92,token_sort,fuzzy_match
MIRCOVENTION,4552,JP,92,token_sort,fuzzy_match
NANO HEARING AID,GN,DK,92,partial,fuzzy_match
NATUS MANUFACTURING,XRAY,US,92,partial,fuzzy_match
ATHREX,PRIVATE,PRIVATE,92,token_sort,fuzzy_match
UKNOWN,PRIVATE,PRIVATE,92,token_sort,fuzzy_match
ACE SUGICAL SUPPLY,PRIVATE,PRIVATE,92,partial,fuzzy_match
ACE SURGCIAL SUPPLY,PRIVATE,PRIVATE,92,partial,fuzzy_match
UNITRON HEARING A,GN,DK,92,partial,fuzzy_match
ARTHRX,PRIVATE,PRIVATE,92,token_sort,fuzzy_match
GN HEARING CARE,GN,DK,92,partial,fuzzy_match
ULAB SYSTEMS,TRUMF,US,92,partial,fuzzy_match
BECKTON DICKSON AND,BDX,US,92,token_sort,fuzzy_match
PHILIPS RESONICS,PHIA,NL,91,token_sort,fuzzy_match
MINERVA SURGICAL,PRIVATE,PRIVATE,91,partial,fuzzy_match
ISONIC,BBNX,US,91,partial,fuzzy_match
NDS SURGICAL IMAGING,MDT,US,91,partial,fuzzy_match
J M LONGYEAR MANUFACTURING,JNJ,US,91,partial,fuzzy_match
INMODE,7733,JP,91,partial,fuzzy_match
LEVITON MANUFACTURING,FME,DE,91,partial,fuzzy_match
IC SURGICAL,PRIVATE,PRIVATE,91,partial,fuzzy_match
SYNOVIS SURGICAL INNOVATIONS,MDT,US,91,partial,fuzzy_match
PALL INTERNATIONAL,ICUI,US,91,partial,fuzzy_match
WLECH ALLYN,BAX,US,91,token_sort,fuzzy_match
7D SURGICAL,MDT,US,91,partial,fuzzy_match
SURGICAL SPECIALTIES MEXICO S R L C V,STE,US,91,partial,fuzzy_match
WELSH ALLYN,BAX,US,91,token_sort,fuzzy_match
KATALYST SURGICAL,MDT,US,91,partial,fuzzy_match
RTI SURGICAL,ALC,US,91,partial,fuzzy_match
STRAUSS SURGICAL USA,MDT,US,91,partial,fuzzy_match
GN CONSUMER HEARING,GN,DK,91,token_set,fuzzy_match
S AND S SURGICAL PRODUCTS,MDT,US,91,partial,fuzzy_match
HR PHARMACEUTICALS,PRIVATE,PRIVATE,91,token_set,fuzzy_match
SMITHS HEALTHCARE MFR C V,SMIN,GB,91,token_set,fuzzy_match
TRONIC PUERTO RICO OPERATIONS VILLALBA,MDT,US,91,partial,fuzzy_match
PETERS SURGICAL,MDT,US,91,partial,fuzzy_match
RESPERONICS,PHI,NL,91,token_sort,fuzzy_match
SKY SURGICAL,PRIVATE,PRIVATE,91,partial,fuzzy_match
ALUNG TECHNOLOGIES,KMTS,US,91,partial,fuzzy_match
VIDERA SURGICAL,PRIVATE,PRIVATE,91,partial,fuzzy_match
FISHER WALLACE LABORATORIES,PRIVATE,PRIVATE,91,partial,fuzzy_match
BARD MANUFACTURING,PRIVATE,PRIVATE,91,partial,fuzzy_match
NEENAH COLD SPRING,ABBV,US,91,partial,fuzzy_match
B BRAUN GESUNGEN,PRIVATE,PRIVATE,91,token_sort,fuzzy_match
CROWN LABORATORIES,PRIVATE,PRIVATE,91,token_sort,fuzzy_match
BAYER HEALTHCARE,BAX,US,91,token_sort,fuzzy_match
DENTSPLY IH,XRAY,US,91,partial,fuzzy_match
COLOPLAST HUNGARY,COLO B,DK,91,partial,fuzzy_match
MENERVA SURGICAL,PRIVATE,PRIVATE,91,partial,fuzzy_match
COLOPLAST MANUFACTURING FRANCE,COLO B,DK,91,partial,fuzzy_match
COLOPLAST MANUFACTURING US,COLO B,DK,91,partial,fuzzy_match
CHAMPION MANUFACTURING,FME,DE,91,partial,fuzzy_match
ABOTT,ABT,US,91,token_sort,fuzzy_match
PERFORMANCE HEALTH SUPPLY,HLTH,US,90,partial,fuzzy_match
PERFORMANCE HEALTH INTERNATIONAL,HLTH,US,90,partial,fuzzy_match
TEURMO BCT,TRUMF,US,90,token_sort,fuzzy_match
TEM INNOVATIONS,DRIO,US,90,partial,fuzzy_match
TANDEM DIABETIC CARE,TNDM,US,90,token_sort,fuzzy_match
FUTURE DIAGNOSTICS,ROG,CH,90,partial,fuzzy_match
MOLNYCKE HEALTH CARE,HLTH,US,90,partial,fuzzy_match
FLORIDA LABORATORIES,PRIVATE,PRIVATE,90,partial,fuzzy_match
EDWARDS LIFESCICENSES,EW,US,90,partial,fuzzy_match
TERUNO BCT,TRUMF,US,90,token_sort,fuzzy_match
PIONEER SURGICAL TECHNOLOGY,ALGN,US,90,partial,fuzzy_match
HUNTLEIGH HEALTHCARE DIAGNOSTICS,ROG,CH,90,partial,fuzzy_match
INFOTRONIX,INFU,US,90,token_sort,fuzzy_match
DIROS TECHNOLOGY,PRIVATE,PRIVATE,90,partial,fuzzy_match
TRI STATE MEXICO S R L C V,STE,US,90,token_sort,fuzzy_match
TREUMO BCT,TRUMF,US,90,token_sort,fuzzy_match
RESPORINICS,RMD,US,90,partial,fuzzy_match
INFUTROMIX,INFU,US,90,token_sort,fuzzy_match
INFUTROINX,INFU,US,90,token_sort,fuzzy_match
NANO HEARING TECHNOLOGIES,S<bos>,US,90,partial,fuzzy_match
MOLNLYCKE HEALTH CARE US,HLTH,US,90,partial,fuzzy_match
MOLNLYCKE HEALTH CARE,HLTH,US,90,partial,fuzzy_match
MOLNLYCKE HEALTH,HLTH,US,90,partial,fuzzy_match
SERJ INSTRUMENTS,SYK,US,90,partial,fuzzy_match
MICROSURGICAL TECHNOLOGY,ALGN,US,90,partial,fuzzy_match
HELENA LABORATORIES,PRIVATE,PRIVATE,90,partial,fuzzy_match
CEFALY TECHNOLOGY,SYK,US,90,partial,fuzzy_match
INFUTRONIC,INFU,US,90,token_sort,fuzzy_match
LIFE TECHNOLOGIES,KMTS,US,90,partial,fuzzy_match
INOSYSTEMS,DHR,US,90,partial,fuzzy_match
3350 GRANADA AVENUE NORTH,QDEL,US,89,partial,fuzzy_match
A PLUS INTERNATIONAL,ICUI,US,89,partial,fuzzy_match
6000 NATHAN LANE NORTH,QDEL,US,89,partial,fuzzy_match
LSL HEALTHCARE,BAX,US,89,partial,fuzzy_match
DARCO INTERNATIONAL,TFX,US,89,token_sort,fuzzy_match
CAIRE,TNDM,US,89,partial,fuzzy_match
CAREX,TNDM,US,89,partial,fuzzy_match
AVENT,MDT,US,89,partial,fuzzy_match
COIN,PRIVATE,PRIVATE,89,token_sort,fuzzy_match
BENDIT TECHNOLOGIES,SNN,US,89,partial,fuzzy_match
COM BRIDGE INTERNATIONAL,JNJ,US,89,partial,fuzzy_match
INSPIREMD,INSP,US,89,partial,fuzzy_match
COVALON TECHNOLOGIES,KMTS,US,89,partial,fuzzy_match
ASTEC,ABT,US,89,partial,fuzzy_match
ARROW NTERNACIONAL CHIHUAHUA C V,TFX,US,89,partial,fuzzy_match
COMBRIDGE INTERNATIONAL,JNJ,US,89,partial,fuzzy_match
ASP GLOBAL MANUFACTURING,PRIVATE,PRIVATE,89,partial,fuzzy_match
RB HEALTH,BAX,US,89,partial,fuzzy_match
APK TECHNOLOGY,SYK,US,89,partial,fuzzy_match
GLOBAL MANUFACTURING TECHNOLOGY,PRIVATE,PRIVATE,89,partial,fuzzy_match
FRESENIUS KABI DEUTSCHLAND,FMS,US,89,partial,fuzzy_match
FT WORTH,QDEL,US,89,partial,fuzzy_match
POMPANO BEACH REAGENT MANUFACTURING,FME,DE,89,partial,fuzzy_match
FRESENIUS KABI WARRENDALE,FMS,US,89,partial,fuzzy_match
PENCOED REAGENT MANUFACTURING,FME,DE,89,partial,fuzzy_match
TELADOC HEALTH,HLTH,US,89,partial,fuzzy_match
CANON,PHG,NL,89,partial,fuzzy_match
GOLDEN TECHNOLOGIES,A,US,89,partial,fuzzy_match
KOBAYASHI HEALTHCARE INTERNATIONAL,TFX,US,89,partial,fuzzy_match
IVASCULAR,ABT,US,89,partial,fuzzy_match
RARITAN REAGENT MANUFACTURING,FME,DE,89,partial,fuzzy_match
EPIC INTERNATIONAL,JNJ,US,89,partial,fuzzy_match
RF TECHNOLOGIES,XRAY,US,89,token_set,fuzzy_match
TOLLOS MANUFACTURING,PRIVATE,PRIVATE,89,token_sort,fuzzy_match
APEX SURGICAL,PRIVATE,PRIVATE,88,token_sort,fuzzy_match
XIAMEN RETONE HEARING TECHNOLOGY,ALGN,US,88,partial,fuzzy_match
DANE TECHNOLOGIES,XRAY,US,88,partial,fuzzy_match
COOPERVISION MANUFACTURING,JNJ,US,88,partial,fuzzy_match
COOPERVISION MANUFACTURING COSTA RICA,JNJ,US,88,partial,fuzzy_match
SORIN GROUP DR,LIVN,US,88,token_set,fuzzy_match
DERMA SCIENCES CANADA,BDX,US,88,partial,fuzzy_match
SPR THERAPEUTICS,MDT,US,88,partial,fuzzy_match
COOPERVISION MANUFACTURING PUERTO RICO,JNJ,US,88,partial,fuzzy_match
SENSUS HEALTHCARE,SHL,DE,88,partial,fuzzy_match
ROM TECHNOLOGIES,PRIVATE,PRIVATE,88,partial,fuzzy_match
DIH TECHNOLOGIES,PRIVATE,PRIVATE,88,partial,fuzzy_match
OREGON MANUFACTURING,JNJ,US,88,partial,fuzzy_match
BEMIS MANUFACTURING,JNJ,US,88,partial,fuzzy_match
VEGA TECHNOLOGIES,PRIVATE,PRIVATE,88,partial,fuzzy_match
CITOTEST LABWARE MANUFACTURING,JNJ,US,88,partial,fuzzy_match
3D SYSTEMS HEALTHCARE,SHL,DE,88,partial,fuzzy_match
PROCTOR AND GAMBLE AND MANUFACTURING OHE,JNJ,US,88,partial,fuzzy_match
AERSCHER DIAGNOSTICS,ROG,CH,88,partial,fuzzy_match
BODYCAD LABORATORIES,PRIVATE,PRIVATE,88,partial,fuzzy_match
LIFE TECHOLOGIES,S<bos>,US,88,partial,fuzzy_match
PLAYTEX MANUFACTURING,XRAY,US,88,partial,fuzzy_match
POLLOGEN,PRIVATE,PRIVATE,88,partial,fuzzy_match
BAYER HEALTHCARE PHARMACEUTICALS,BAX,US,88,partial,fuzzy_match
RAYSEARCH LABORATORIES EUGENIAVAEGEN 18C,PRIVATE,PRIVATE,88,partial,fuzzy_match
JMS NORTH AMERICA,PHG,NL,88,partial,fuzzy_match
FINE SURGICAL,MDT,US,88,partial,fuzzy_match
RAYSEARCH LABORATORIES,PRIVATE,PRIVATE,88,partial,fuzzy_match
GENERAL ELECTRIC HEALTHCARE MANUFACTURING,JNJ,US,88,partial,fuzzy_match
GRACE MANUFACTURING,JNJ,US,88,partial,fuzzy_match
FISHER DIAGNOSTICS,BIOM,FR,88,partial,fuzzy_match
RECKITT BENCKISER HEALTHCARE MANUFACTURING,JNJ,US,88,partial,fuzzy_match
EMPOWERED DIAGNOSTICS,ROG,CH,88,partial,fuzzy_match
PROCTER AND GAMBLE AND MANUFACTURING OHE,JNJ,US,88,partial,fuzzy_match
MINNESOTA MINING AND MANUFACTURING,JNJ,US,88,partial,fuzzy_match
PRIMA DENTAL MANUFACTURING,JNJ,US,88,partial,fuzzy_match
MEIYUME MANUFACTURING,JNJ,US,88,partial,fuzzy_match
PELION SURGICAL,PRIVATE,PRIVATE,88,partial,fuzzy_match
KCL MANUFACTURING,PRIVATE,PRIVATE,88,partial,fuzzy_match
SHRAUMANN MANUFACTURING,JNJ,US,88,partial,fuzzy_match
LIFE INSTRUMENTS,MDT,US,88,partial,fuzzy_match
EXEL INTERNATIONAL,BAX,US,88,partial,fuzzy_match
WALK VASCULAR,BDX,US,88,partial,fuzzy_match
WESTONE LABORATORIES,PRIVATE,PRIVATE,88,partial,fuzzy_match
AVALIGN TEHNOLOGIES,ALGN,US,88,partial,fuzzy_match
YOUNG DENTAL MANUFACTURING 1,JNJ,US,88,partial,fuzzy_match
STRAUMANN MANUFACTURING,JNJ,US,88,partial,fuzzy_match
WECO MANUFACTURING GROUP,JNJ,US,88,partial,fuzzy_match
HARDY DIAGNOSTICS,SHL,DE,88,partial,fuzzy_match
APIS TECHNOLOGIES,XRAY,US,88,partial,fuzzy_match
OMRON HEALTHCARE MANUFACTURING VIETNAM,JNJ,US,88,partial,fuzzy_match
YANHE INTELLIGENT TECHNOLOGY,ALGN,US,88,partial,fuzzy_match
MALLINCKRODT DAR,PRIVATE,PRIVATE,88,partial,fuzzy_match
ALLERGEN,ABBV,US,88,token_sort,fuzzy_match
VENT LAB,ESTA,US,88,partial,fuzzy_match
INVAMEX MANUFACTURING,JNJ,US,88,partial,fuzzy_match
SNAP DIAGNOSTICS,BDX,US,88,partial,fuzzy_match
ARJO DOMINICAN REPUBLIC,CTEC,GB,88,token_set,fuzzy_match
AXELGAARD MANUFACTURING,JNJ,US,88,partial,fuzzy_match
B BRAUN US DEVICE MANUFACTURING,JNJ,US,87,token_set,fuzzy_match
KEY SURGICAL,ISRG,US,87,partial,fuzzy_match
NOVO SURGICAL,PRIVATE,PRIVATE,87,partial,fuzzy_match
MOLNLYCKE MANUFACTURING US,JNJ,US,87,token_set,fuzzy_match
SCIENTIA VASCULAR,PRIVATE,PRIVATE,87,partial,fuzzy_match
NOVARTIS MANUFACTURING,JNJ,US,87,token_set,fuzzy_match
OLYMPUS AMERICA,7733,JP,87,partial,fuzzy_match
DIRECT SUPPLY MANUFACTURING,JNJ,US,87,token_set,fuzzy_match
IHEALTH MANUFACTURING,JNJ,US,87,token_set,fuzzy_match
AST PRODUCTS,MDT,US,87,partial,fuzzy_match
SCANLAN INTERNATIONAL,ICUI,US,87,partial,fuzzy_match
NEURO RICE CREEK MANUFACTURING,JNJ,US,87,token_set,fuzzy_match
NSE PRODUCTS,JNJ,US,87,partial,fuzzy_match
C AND S MANUFACTURING INTERNATIONAL CV,JNJ,US,87,token_set,fuzzy_match
ASO PHILIPPINES,4543,JP,87,partial,fuzzy_match
HU FRIEDY MANUFACTURING,JNJ,US,87,token_set,fuzzy_match
LABERNE MANUFACTURING,ZBH,US,87,partial,fuzzy_match
LUMINEX MOLECULAR DIAGNOSTICS,ROG,CH,87,partial,fuzzy_match
CDR MANUFACTURING DBA KEYTRONIC,JNJ,US,87,token_set,fuzzy_match
CEGA INNOVATIONS,DRIO,US,87,partial,fuzzy_match
LIFE INSTRUMENT,MDT,US,87,partial,fuzzy_match
MICROSURGICAL TECHNOLOGIY,ALGN,US,87,partial,fuzzy_match
SYSTAGENIX WOUND MANAGEMENT MANUFACTURING AIREBANK MILL,JNJ,US,87,token_set,fuzzy_match
PLEXUS MANUFACTURING,JNJ,US,87,token_set,fuzzy_match
SORIN GROUP USA,LIVN,US,87,partial,fuzzy_match
KING SYSTEMS,PRIVATE,PRIVATE,87,partial,fuzzy_match
MERGE HEALTHCARE,BAX,US,87,partial,fuzzy_match
GC AESTHETICS,PRIVATE,PRIVATE,87,token_set,fuzzy_match
LACEY MANUFACTURING,JNJ,US,87,token_set,fuzzy_match
VITANG TECHNOLOGY,ALGN,US,87,partial,fuzzy_match
BAILEY MANUFACTURING,JNJ,US,87,token_set,fuzzy_match
TAMBRANDS MANUFACTURING,JNJ,US,87,token_set,fuzzy_match
PROCTER AND GAMBLE MANUFACTURING,JNJ,US,87,token_set,fuzzy_match
EDAN INSTRUMENTS,SYK,US,87,partial,fuzzy_match
KLS MARTIN MANUFACTURING,JNJ,US,87,token_set,fuzzy_match
SYMMETRY SURGICAL,ZBH,US,87,partial,fuzzy_match
BARD REYNOSA C V,PRIVATE,PRIVATE,87,partial,fuzzy_match
PASCAL INTERNATIONAL,MOVE,CH,87,partial,fuzzy_match
GIVEN IMAGINING,PRIVATE,PRIVATE,87,partial,fuzzy_match
CRYOSURGERY,MDT,US,86,partial,fuzzy_match
TUV AMERICA,PHG,NL,86,partial,fuzzy_match
CANE,PRIVATE,PRIVATE,86,partial,fuzzy_match
DUSA PHARMACEUTICALS,PRIVATE,PRIVATE,86,token_set,fuzzy_match
RETRACTABLE TECHNOLOGIES,PRIVATE,PRIVATE,86,partial,fuzzy_match
OSTEOCENTRIC TECHNOLOGIES,PRIVATE,PRIVATE,86,partial,fuzzy_match
PARAGONIX TECHNOLOGIES,PRIVATE,PRIVATE,86,partial,fuzzy_match
NASCENT SURGICAL,PRIVATE,PRIVATE,86,token_sort,fuzzy_match
SBO HEARING A,GN,DK,86,token_set,fuzzy_match
INTELIVATION TECHNOLOGIES,PRIVATE,PRIVATE,86,partial,fuzzy_match
BOSTON FOUNDATION FOR SIGHT,RXST,US,86,partial,fuzzy_match
ORSENSE,JNJ,US,86,partial,fuzzy_match
DENTAL IMAGING TECHNOLOGIES,PRIVATE,PRIVATE,86,partial,fuzzy_match
BTL INDUSTRIES,PRIVATE,PRIVATE,86,partial,fuzzy_match
CALA HEALTH,CAH,US,86,partial,fuzzy_match
X NAV TECHNOLOGIES,PRIVATE,PRIVATE,86,partial,fuzzy_match
D O R C DUTCH OPHTHALMIC RESEARCH CENTER,ALC,US,86,partial,fuzzy_match
AGFA HEALTHCARE,PHIA,NL,86,partial,fuzzy_match
BEND IT TECHNOLOGIES,PRIVATE,PRIVATE,86,partial,fuzzy_match
US ENDOSCOPY,SYK,US,86,token_set,fuzzy_match
IHEALTH,BAX,US,86,partial,fuzzy_match
CIBA VISION,JNJ,US,86,partial,fuzzy_match
VALENCIA TECHNOLOGIES,PRIVATE,PRIVATE,86,partial,fuzzy_match
ICAD,PHG,NL,86,partial,fuzzy_match
ACERA SURGICAL C,PRIVATE,PRIVATE,86,token_sort,fuzzy_match
MICROPORT NAVIBOT INTERNATIONAL,BAX,US,86,partial,fuzzy_match
VENTLAB,ESTA,US,86,partial,fuzzy_match
LIFE WEAR TECHNOLOGIES,PRIVATE,PRIVATE,86,partial,fuzzy_match
INNOVATION TECHNOLOGIES,PRIVATE,PRIVATE,86,partial,fuzzy_match
SMART GLOVE INTERNATIONAL,JNJ,US,86,partial,fuzzy_match
PERFORMANCE VISION TECHNOLOGIES,PRIVATE,PRIVATE,86,partial,fuzzy_match
KUB TECHNOLOGIES,PRIVATE,PRIVATE,86,partial,fuzzy_match
SO CLEAN,PRIVATE,PRIVATE,86,partial,fuzzy_match
D O R C DUTCH OPHTHALMIC RESEARCH CENTER INTERNA,ALC,US,86,partial,fuzzy_match
D O R C DUTCH OPHTHALMIC RESEARCH CENTER INT,ALC,US,86,partial,fuzzy_match
ON X LIFE TECHNOLOGIES,PRIVATE,PRIVATE,86,partial,fuzzy_match
ONX LIFE TECHNOLOGIES,PRIVATE,PRIVATE,86,partial,fuzzy_match
INVATEC,CTEC,GB,86,partial,fuzzy_match
JAVID MEXICO S R L C V,ICUI,US,86,partial,fuzzy_match
CONVERGENT LASER TECHNOLOGIES,PRIVATE,PRIVATE,86,partial,fuzzy_match
DRIVE DEVIL BLISS SIDHIL,BAX,US,86,partial,fuzzy_match
DORC DUTCH OPHTHALMIC RESEARCH CENTER,ALC,US,86,partial,fuzzy_match
SOFTWAVE TISSUE REGENERATON TECHNOLOGIES DBA AS SOFTWAVE TRT,PRIVATE,PRIVATE,86,partial,fuzzy_match
DANIELS INTERNATIONAL,JNJ,US,86,partial,fuzzy_match
MICROSURGICAL TECHNOLOGIES,PRIVATE,PRIVATE,86,partial,fuzzy_match
MICROPORT EP,853,HK,86,token_set,fuzzy_match
CYTOPHIL,BAX,US,86,partial,fuzzy_match
ANTHREX,PRIVATE,PRIVATE,86,token_sort,fuzzy_match
ORASURE TECHNOLOGIES,PRIVATE,PRIVATE,86,partial,fuzzy_match
ORASURE TEACHNOLOGIES,PRIVATE,PRIVATE,86,partial,fuzzy_match
NOVUS SCIENTIFIC,BSX,US,86,partial,fuzzy_match
ACRA,MDT,US,86,partial,fuzzy_match
SYNOVIS LIFE TECHNOLOGIES,PRIVATE,PRIVATE,86,partial,fuzzy_match
ACCESS POINT TECHNOLOGIIES EP,PRIVATE,PRIVATE,86,partial,fuzzy_match
ACCESS POINT TECHNOLOGIES EP,PRIVATE,PRIVATE,86,partial,fuzzy_match
RELIEFBAND TECHNOLOGIES,PRIVATE,PRIVATE,86,partial,fuzzy_match
GSOURCE,PRIVATE,PRIVATE,86,partial,fuzzy_match
MDT MICRO DIAMOND TECHNOLOGIES,PRIVATE,PRIVATE,86,partial,fuzzy_match
MECTRON,MDT,US,86,partial,fuzzy_match
NEUROLOGICAL STEREOTAXIC INSTRUMENT,PRIVATE,PRIVATE,86,partial,fuzzy_match
NESS,4543,JP,86,partial,fuzzy_match
S I N IMPLANT SYSTEM,HSIC,US,86,partial,fuzzy_match
LEE LABORATORIES,ALC,US,86,token_set,fuzzy_match
MARLBOROUGH,ABT,US,86,partial,fuzzy_match
MANI,PRIVATE,PRIVATE,86,partial,fuzzy_match
LUTRONIC,MDT,US,86,partial,fuzzy_match
RESPIRATORY TECHNOLOGIES,PRIVATE,PRIVATE,86,partial,fuzzy_match
RESHAPE LIFESCIENCES,IART,US,86,partial,fuzzy_match
DRIVE DEVILBISS SIDHIL,BAX,US,86,partial,fuzzy_match
HY TAPE INTERNATIONAL,JNJ,US,86,partial,fuzzy_match
